objID,u,r,i,g,z,finalredshift
1.23765E+18,20.64364,17.55895,17.10459,18.62242,16.71869,0.1206068
1.23765E+18,20.3506,17.41769,16.96864,18.47697,16.59788,0.1206789
1.23765E+18,20.86552,17.77667,17.37152,18.78489,17.07175,0.1207138
1.23765E+18,19.15526,16.25028,15.83435,17.25218,15.49889,0.1209014
1.23767E+18,19.21417,16.62739,16.26782,17.44111,15.9787,0.1210996
1.23767E+18,19.48159,16.44559,15.99506,17.49679,15.63777,0.1211777
1.23765E+18,20.08775,16.93199,16.4582,17.99889,16.06341,0.1216312
1.23765E+18,18.97649,16.75074,16.34924,17.35101,16.02449,0.1222394
1.23765E+18,19.955,17.31964,16.85468,18.2492,16.51151,0.1230024
1.23765E+18,19.91776,16.72541,16.30199,17.81027,15.92289,0.1244486
1.23767E+18,19.98631,16.80129,16.31474,17.8584,15.93824,0.124537
1.23765E+18,20.17483,17.14441,16.73128,18.18319,16.37246,0.1248179
1.23767E+18,18.97946,16.65634,16.21597,17.5121,15.89467,0.124821
1.23767E+18,20.25795,17.3691,16.87278,18.45968,16.50765,0.1250698
1.23765E+18,19.78697,16.58889,16.07994,17.76209,15.64151,0.1250898
1.23765E+18,19.15168,17.40442,16.85772,18.04506,16.76535,0.1250918
1.23765E+18,19.20797,16.69723,16.29304,17.58644,15.9801,0.1252062
1.23767E+18,19.80926,17.25852,16.83542,18.21077,16.49114,0.125621
1.23765E+18,19.59906,16.55051,16.11712,17.62351,15.74296,0.125779
1.23767E+18,19.71202,16.96923,16.53849,17.95629,16.18073,0.1259422
1.23765E+18,20.78489,17.57999,17.14202,18.64273,16.75022,0.126
1.23765E+18,21.14874,18.78078,18.31119,19.66724,17.7002,0.1261836
1.23767E+18,20.80347,17.4094,16.94136,18.4677,16.52983,0.126273
1.23767E+18,19.68443,16.79455,16.35576,17.83924,15.99012,0.126528
1.23765E+18,19.82584,17.04848,16.62231,18.06018,16.22571,0.1266351
1.23765E+18,19.86198,16.4575,16.00482,17.56833,15.64223,0.1268452
1.23765E+18,20.02216,17.41205,16.98553,18.33386,16.65742,0.1268945
1.23767E+18,21.08308,17.91987,17.413,18.9593,16.99519,0.1272706
1.23767E+18,19.9173,16.97089,16.51712,18.01119,16.1333,0.1273727
1.23767E+18,19.82694,17.03295,16.62166,18.0364,16.27277,0.1277863
1.23767E+18,20.5567,17.7446,17.31848,18.76124,16.92315,0.1278199
1.23765E+18,20.03736,16.95009,16.52234,18.00624,16.13736,0.1281392
1.23767E+18,19.69778,17.21329,16.72513,18.15871,16.38235,0.1285746
1.23765E+18,19.95908,16.90474,16.4585,17.95473,16.08959,0.1289537
1.23767E+18,19.77579,17.30503,16.83545,18.23128,16.48321,0.1294345
1.23765E+18,20.59994,17.55824,17.12184,18.59957,16.74269,0.1296097
1.23765E+18,20.08237,16.85785,16.40035,17.94555,16.06484,0.1296634
1.23767E+18,20.86003,17.60807,17.17385,18.63935,16.81994,0.1297003
1.23765E+18,20.42028,17.25107,16.8254,18.31702,16.46039,0.1299689
1.23767E+18,19.49646,16.34287,15.91388,17.43833,15.55494,0.1300412
1.23765E+18,20.02476,17.03318,16.62168,18.05978,16.25093,0.1300647
1.23765E+18,19.77279,17.1924,16.72597,18.15687,16.39187,0.1301625
1.23767E+18,21.05075,17.711,17.22014,18.85789,16.79338,0.1302893
1.23767E+18,19.9769,17.13811,16.60959,18.15336,16.21294,0.1303898
1.23767E+18,20.25859,17.32746,16.90041,18.41697,16.55255,0.1305996
1.23765E+18,20.05721,17.32942,16.94313,18.2973,16.61037,0.1306424
1.23767E+18,20.64834,17.64343,17.19242,18.75192,16.79581,0.1307785
1.23765E+18,20.0375,16.86278,16.40221,17.9733,16.00694,0.1308018
1.23767E+18,20.82452,17.68992,17.23656,18.75417,16.91343,0.1308324
1.23765E+18,20.50777,17.55297,17.11478,18.54513,16.79022,0.130873
1.23765E+18,20.46677,17.60682,17.17009,18.62086,16.83156,0.1309584
1.23767E+18,18.76218,15.94498,15.48479,16.92337,15.1515,0.1310893
1.23767E+18,19.81211,16.38815,15.93611,17.51796,15.54394,0.1311642
1.23767E+18,20.61077,17.57498,17.12231,18.62606,16.77285,0.1311904
1.23765E+18,20.47843,17.55049,17.11689,18.59081,16.77705,0.1312095
1.23765E+18,20.02878,17.08737,16.64679,18.15235,16.2963,0.1312131
1.23767E+18,20.26008,17.0166,16.50058,18.16082,16.08378,0.131344
1.23767E+18,20.07566,17.19809,16.76104,18.24284,16.40236,0.1314858
1.23765E+18,19.94577,17.44593,16.99103,18.36862,16.69998,0.1315659
1.23765E+18,20.08997,17.13705,16.72487,18.18062,16.37017,0.1315689
1.23767E+18,20.55843,17.18751,16.68267,18.36037,16.23473,0.1319108
1.23765E+18,20.34624,17.03712,16.56496,18.16969,16.13541,0.1320309
1.23765E+18,19.35856,16.27258,15.83168,17.40736,15.46183,0.1321506
1.23767E+18,20.47905,17.34694,16.90088,18.39943,16.55754,0.132369
1.23765E+18,18.60416,16.10601,15.6847,17.00442,15.41786,0.1324044
1.23765E+18,19.40972,16.17371,15.74147,17.21497,15.37549,0.1325214
1.23765E+18,20.3346,17.25833,16.81286,18.33173,16.48324,0.1326017
1.23767E+18,20.49878,17.4733,17.02705,18.54162,16.66998,0.1332267
1.23767E+18,19.61443,16.91212,16.42633,17.94081,16.04867,0.1334892
1.23765E+18,19.69433,17.8342,17.40942,18.50108,17.19047,0.1335168
1.23765E+18,20.03222,16.98455,16.53631,18.09249,16.14453,0.1338653
1.23765E+18,20.41449,17.69141,17.2974,18.65334,16.97588,0.1354417
1.23765E+18,20.72964,17.40466,16.94909,18.44619,16.6193,0.1384239
1.23767E+18,19.40153,16.49548,16.05737,17.58559,15.71102,0.1396352
1.23765E+18,20.27024,17.51665,17.05577,18.43671,16.74027,0.1396517
1.23765E+18,20.61417,17.60568,17.15932,18.65564,16.79446,0.139797
1.23767E+18,19.63055,17.21882,16.76786,18.13011,16.41926,0.1406939
1.23767E+18,20.27514,17.45781,16.97898,18.31891,16.62654,0.1407882
1.23767E+18,19.11518,16.87226,16.40429,17.73,16.08443,0.1414765
1.23765E+18,20.16155,17.06374,16.59474,18.23092,16.22966,0.143512
1.23765E+18,20.40046,17.55414,17.11016,18.56495,16.7716,0.1449492
1.23767E+18,19.78022,16.51392,16.04402,17.64406,15.67865,0.1454952
1.23767E+18,20.38058,17.65338,17.16492,18.6504,16.78864,0.1458627
1.23765E+18,20.80565,17.54081,17.07995,18.66693,16.74408,0.145929
1.23765E+18,20.53828,17.60084,17.11755,18.69005,16.77566,0.1461167
1.23767E+18,20.28867,17.17211,16.70622,18.28756,16.3333,0.1466182
1.23767E+18,20.88533,17.66534,17.21648,18.76686,16.88032,0.146759
1.23765E+18,20.24324,17.49378,16.9876,18.54833,16.58828,0.1473231
1.23767E+18,20.20033,17.2518,16.81869,18.26993,16.50309,0.1473342
1.23767E+18,20.12802,17.1883,16.75224,18.27607,16.38019,0.1473754
1.23765E+18,20.50427,17.39967,16.94951,18.49092,16.62622,0.1497252
1.23767E+18,19.35818,16.46856,15.95064,17.48409,15.63583,0.1500178
1.23767E+18,20.58849,17.7102,17.26733,18.78906,16.91467,0.1506487
1.23765E+18,20.49788,17.62294,17.16777,18.72406,16.78789,0.1511658
1.23765E+18,20.35823,17.14202,16.68827,18.29333,16.28588,0.1516144
1.23765E+18,19.9794,17.53115,17.08739,18.44297,16.74938,0.1517013
1.23767E+18,20.40352,17.28742,16.79345,18.49375,16.37454,0.1521097
1.23767E+18,20.93479,17.5966,17.17072,18.6862,16.84544,0.1523647
1.23765E+18,19.4666,16.39697,15.95339,17.53652,15.61715,0.1579932
1.23767E+18,20.45755,17.54312,17.07811,18.7155,16.62469,0.1599338
1.23767E+18,21.19515,17.43897,16.95862,18.65782,16.54146,0.160924
1.23767E+18,20.56422,17.46907,17.02003,18.60021,16.70077,0.1613978
1.23767E+18,20.48214,17.20418,16.73652,18.34579,16.39985,0.1621278
1.23767E+18,21.05879,18.44169,17.96448,19.35489,17.61774,0.1624981
1.23765E+18,20.54648,17.12888,16.65572,18.27437,16.3336,0.1628091
1.23765E+18,18.61658,16.62008,16.24378,17.37561,15.94464,0.1628183
1.23765E+18,21.59976,18.26475,17.69862,19.42961,17.22655,0.162943
1.23765E+18,20.50369,17.01759,16.53623,18.23083,16.16943,0.1630622
1.23767E+18,19.55049,17.452,17.03969,18.23012,16.78673,0.1634419
1.23765E+18,21.05395,17.84253,17.3737,19.05439,16.99981,0.1635516
1.23765E+18,20.50992,17.51601,17.01897,18.55446,16.68941,0.163627
1.23765E+18,21.9681,18.60705,18.17576,19.79541,17.78175,0.1637342
1.23767E+18,20.70756,17.7287,17.25513,18.82818,16.91783,0.1639157
1.23765E+18,20.09898,16.77603,16.30743,17.97851,15.95677,0.1643923
1.23765E+18,20.44687,17.10212,16.6072,18.26374,16.24818,0.1645887
1.23765E+18,19.85011,17.38474,16.94851,18.29314,16.64086,0.1647236
1.23765E+18,23.38663,19.85005,19.44228,20.87536,19.09519,0.1648915
1.23765E+18,19.29219,16.86847,16.42362,17.9463,16.08841,0.1651028
1.23765E+18,20.85944,17.70128,17.22131,18.88059,16.82751,0.165309
1.23765E+18,20.27505,17.19077,16.72217,18.32511,16.38948,0.1653372
1.23765E+18,19.72718,16.36459,15.90742,17.63301,15.59486,0.1656666
1.23767E+18,21.38568,17.65627,17.70444,18.9472,16.84111,0.166103
1.23765E+18,20.95697,17.64563,17.13022,18.77707,16.78577,0.1661376
1.23765E+18,21.01267,17.65524,17.19259,18.82724,16.82783,0.1666348
1.23767E+18,20.14484,17.0406,16.56571,18.24199,16.22498,0.1667884
1.23767E+18,19.82278,17.20354,16.72295,18.27878,16.32819,0.1668172
1.23765E+18,19.35711,15.97302,15.4946,17.24314,15.11927,0.1669385
1.23765E+18,20.27436,16.96156,16.48298,18.14085,16.14674,0.1671535
1.23767E+18,20.20142,17.04565,16.57977,18.19114,16.22769,0.1675235
1.23767E+18,21.21731,17.47731,16.99238,18.67988,16.59002,0.1677295
1.23765E+18,20.24885,17.02245,16.5202,18.25982,16.18198,0.1678391
1.23765E+18,20.72419,17.44414,16.9415,18.63802,16.52728,0.168108
1.23765E+18,20.42553,17.84381,17.38885,18.83966,17.05873,0.168251
1.23765E+18,20.89505,17.31306,16.76277,18.6035,16.38995,0.1683328
1.23765E+18,20.88582,17.76404,17.28057,18.91639,16.94166,0.1683727
1.23765E+18,20.54423,17.42533,16.91929,18.60278,16.56807,0.168568
1.23765E+18,19.69131,16.55649,16.09995,17.71016,15.74558,0.1685821
1.23767E+18,20.42157,17.67098,17.17169,18.81536,16.79827,0.1687199
1.23765E+18,19.57471,17.51641,17.15502,18.15606,16.92661,0.1688994
1.23765E+18,20.22606,16.73754,16.25764,17.99727,15.90898,0.1689182
1.23767E+18,20.98189,17.80194,17.32218,18.98387,16.98058,0.1690468
1.23767E+18,20.45049,17.59237,17.12429,18.66987,16.79354,0.169179
1.23767E+18,20.54024,17.12999,16.63947,18.38865,16.2847,0.1691982
1.23767E+18,19.41916,16.63454,16.17327,17.7503,15.88194,0.169245
1.23765E+18,19.55601,16.55466,16.05047,17.66366,15.69415,0.1693009
1.23767E+18,19.82093,17.6955,17.27286,18.54926,16.9191,0.1694648
1.23765E+18,19.6043,16.45727,15.97092,17.67173,15.60409,0.1695047
1.23767E+18,20.79909,17.26181,16.77776,18.4597,16.40855,0.1695229
1.23765E+18,21.13529,17.90847,17.38075,19.14179,16.99253,0.1696709
1.23765E+18,20.43715,17.26918,16.79877,18.44434,16.47401,0.1701309
1.23767E+18,20.30677,17.40084,16.8953,18.47331,16.53794,0.1717175
1.23765E+18,20.33724,16.98306,16.50417,18.22202,16.17925,0.172252
1.23765E+18,20.7386,17.14538,16.68133,18.34174,16.29614,0.1729795
1.23767E+18,20.29962,17.59751,17.09573,18.55296,16.78023,0.1740395
1.23765E+18,20.64577,17.88507,17.38923,19.05756,17.03539,0.1743532
1.23765E+18,19.86748,17.06814,16.55983,18.20101,16.19882,0.1747471
1.23767E+18,20.93615,17.21671,16.72149,18.43338,16.35645,0.1754213
1.23767E+18,21.10637,17.92657,17.45819,19.12452,17.09874,0.1756153
1.23765E+18,20.64524,17.4798,16.99485,18.71674,16.60874,0.1767099
1.23765E+18,19.90973,16.49334,15.98092,17.73716,15.62816,0.1782399
1.23767E+18,20.37148,17.08523,16.59007,18.35967,16.19323,0.1782645
1.23767E+18,20.87399,17.19555,16.72273,18.41977,16.35408,0.178575
1.23765E+18,21.395,17.50521,16.95202,18.85842,16.50234,0.1786333
1.23767E+18,21.59399,17.47445,16.99486,18.67117,16.64579,0.1786593
1.23765E+18,19.63902,16.96431,16.45137,18.10436,16.063,0.1787375
1.23767E+18,22.48622,19.21987,18.66879,20.41407,18.27448,0.1792205
1.23767E+18,20.68196,17.60072,17.13278,18.83534,16.81777,0.1792283
1.23767E+18,20.87344,17.5241,17.0249,18.76089,16.67399,0.1793208
1.23767E+18,20.79374,17.2929,16.77415,18.57426,16.39411,0.1796427
1.23767E+18,20.60833,17.65265,17.12132,18.82871,16.762,0.1936613
1.23765E+18,21.00998,17.63721,17.16335,18.91158,16.79078,0.1969183
1.23765E+18,20.87271,17.32179,16.80943,18.63764,16.46298,0.1983512
1.23767E+18,20.00105,17.53778,17.05137,18.56611,16.7023,0.1985256
1.23767E+18,20.32646,17.43764,16.97607,18.63098,16.6516,0.1995314
1.23765E+18,21.1411,17.57916,17.09851,18.8912,16.73497,0.1995403
1.23765E+18,21.44771,17.77194,17.24939,19.12243,16.88174,0.1995567
1.23765E+18,20.90355,17.258,16.76426,18.55408,16.40467,0.1996435
1.23765E+18,20.75667,17.61551,17.15751,18.93408,16.75844,0.1999324
1.23765E+18,20.35558,17.59685,17.11031,18.6884,16.8311,0.2000254
1.23767E+18,20.57857,17.48447,16.98795,18.79605,16.6248,0.2001802
1.23765E+18,20.85021,17.61203,17.12601,18.90871,16.79247,0.2002206
1.23765E+18,19.95776,16.69182,16.18129,18.02189,15.82901,0.2004199
1.23765E+18,20.9948,17.53537,17.03462,18.88939,16.64145,0.2011528
1.23765E+18,21.1395,17.54728,17.01772,18.92302,16.68626,0.2018754
1.23765E+18,21.20539,18.02982,17.5023,19.31872,17.17197,0.2020522
1.23765E+18,20.39164,17.27672,16.82824,18.48366,16.46981,0.2025895
1.23767E+18,21.36983,17.33563,16.7196,18.70221,16.28149,0.2030269
1.23767E+18,24.43369,21.93555,21.63972,22.06829,22.85881,0.2032114
1.23767E+18,20.99124,17.62948,17.14495,18.94911,16.75924,0.2034241
1.23767E+18,21.06739,17.76338,17.28128,19.06402,16.97188,0.205534
1.23765E+18,20.68829,17.49039,16.8919,18.81942,16.61176,0.2082506
1.23765E+18,19.50778,18.0637,17.64402,18.86901,17.52279,0.2088553
1.23767E+18,21.41566,17.58119,17.08257,18.92679,16.73829,0.209981
1.23767E+18,20.63834,17.47113,16.98407,18.80438,16.65944,0.2103031
1.23765E+18,21.18269,17.79975,17.25742,19.14753,16.85831,0.2143535
1.23767E+18,21.51192,18.04634,17.52279,19.58646,17.1372,0.226077
1.23767E+18,21.11783,17.66568,17.10638,19.04787,16.67813,0.2263093
1.23767E+18,21.12751,17.5269,16.99523,18.95653,16.65268,0.2263903
1.23767E+18,22.22312,18.0822,17.49887,19.54983,17.08435,0.2264395
1.23767E+18,26.15702,17.98753,17.38955,19.39013,16.99902,0.2269419
1.23765E+18,22.06923,17.96737,17.40604,19.31655,17.05423,0.227271
1.23767E+18,21.77844,18.31795,17.84968,19.63497,17.53004,0.2272888
1.23767E+18,20.90443,17.61865,17.13426,18.86332,16.88424,0.227986
1.23767E+18,22.91477,18.72786,18.21309,20.14796,18.00595,0.2356698
1.23767E+18,20.26478,17.14811,16.56893,18.58868,16.20782,0.2419445
1.23767E+18,20.82845,17.55354,17.02263,19.00316,16.68391,0.2426698
1.23767E+18,20.14695,17.654,17.15854,18.68158,16.81311,0.2438032
1.23767E+18,21.56924,17.60765,17.04235,19.1279,16.79926,0.2454045
1.23765E+18,22.17336,17.759,17.23295,19.17099,16.92865,0.2460785
1.23767E+18,23.34217,21.31066,21.39086,21.88853,20.98333,0.246603
1.23765E+18,21.53221,16.98075,16.4194,18.47534,16.14939,0.2470216
1.23765E+18,21.28369,17.83885,17.3233,19.28901,16.91911,0.2482417
1.23765E+18,21.56643,17.71831,17.17845,19.13268,16.79911,0.2489101
1.23767E+18,20.82754,16.68121,16.13231,18.20797,15.82071,0.2489565
1.23765E+18,22.17927,18.41791,17.84184,20.02177,17.46263,0.2492545
1.23765E+18,21.18045,18.02259,17.46899,19.45454,17.11291,0.2493847
1.23765E+18,21.41895,17.56411,17.04963,19.02714,16.73153,0.2510791
1.23767E+18,20.38341,17.19629,16.66369,18.64407,16.30295,0.2531746
1.23765E+18,21.53524,17.98426,17.44976,19.42483,17.11816,0.2541348
