objID,u,r,i,g,z,finalredshift
1.23765E+18,21.15808,19.59445,18.80946,20.22851,18.49061,0.2546733
1.23765E+18,20.74639,17.82121,17.30674,19.06959,16.98759,0.2551003
1.23767E+18,22.64408,18.36783,17.72463,19.91121,17.24928,0.2555275
1.23765E+18,23.10255,18.14886,17.60505,19.63729,17.25199,0.2560571
1.23767E+18,20.79396,16.615,16.07277,18.16532,15.74245,0.2562974
1.23767E+18,21.55164,17.50872,16.93066,19.00202,16.5764,0.2571225
1.23765E+18,22.69623,19.50901,18.92813,21.03273,18.58574,0.2574528
1.23765E+18,21.33298,17.6419,17.08652,19.16799,16.70711,0.2580332
1.23767E+18,21.56919,18.11805,17.58419,19.63821,17.24025,0.2583476
1.23765E+18,22.4938,17.52386,16.97611,19.01775,16.63792,0.2584586
1.23767E+18,21.58643,17.5368,16.98933,19.10874,16.66302,0.2588475
1.23767E+18,20.66605,17.49274,16.94636,18.99526,16.575,0.259261
1.23767E+18,27.59548,18.55733,17.96851,20.09627,17.58725,0.259335
1.23767E+18,21.27868,17.34974,16.80617,18.90245,16.44768,0.2601052
1.23767E+18,21.8551,18.20407,17.59147,19.78539,17.17164,0.2606793
1.23765E+18,21.69759,18.12013,17.57236,19.60849,17.17161,0.2619513
1.23767E+18,22.82162,17.86449,17.29144,19.43665,16.88694,0.2632965
1.23767E+18,24.999,18.09105,17.53015,19.60488,17.14431,0.2635543
1.23767E+18,21.32304,17.94473,17.368,19.41167,17.03858,0.265351
1.23765E+18,21.5393,18.14963,17.5778,19.64942,17.23375,0.2702594
1.23765E+18,21.52405,18.07386,17.57183,19.62205,17.22887,0.2710081
1.23767E+18,22.06512,18.14146,17.59851,19.66862,17.2079,0.2718964
1.23767E+18,23.19124,20.35611,19.51635,21.49721,18.97555,0.2761872
1.23765E+18,22.5795,18.39288,17.79325,19.93327,17.41373,0.2778998
1.23767E+18,21.7246,17.37444,17.04435,18.81704,16.69011,0.2815042
1.23767E+18,21.75321,18.29553,17.64766,19.85138,17.165,0.2823618
1.23765E+18,21.15743,17.72168,17.14713,19.22004,16.78208,0.2830647
1.23767E+18,21.38104,18.40154,17.84447,19.94725,17.47563,0.3016889
1.23765E+18,23.45826,18.7388,18.1545,20.46567,17.85971,0.3117982
1.23765E+18,21.41659,18.27046,17.68899,19.69794,17.24117,0.3153692
1.23767E+18,21.42578,18.20654,17.61475,19.82427,17.2207,0.3245103
1.23765E+18,22.03189,18.45781,17.88509,20.02907,17.53135,0.3249752
1.23767E+18,22.55321,18.67325,18.05727,20.41195,17.7314,0.3258387
1.23765E+18,22.04435,18.5852,17.94754,20.32325,17.61067,0.3266493
1.23765E+18,23.25354,18.7148,18.10564,20.33344,17.62281,0.3266855
1.23765E+18,22.29045,18.2005,17.65135,19.90997,17.24032,0.3282038
1.23765E+18,22.07255,18.30873,17.68171,20.0057,17.45986,0.3282265
1.23765E+18,22.20297,19.20428,18.59624,21.0449,18.06412,0.3307503
1.23765E+18,22.03446,18.48601,17.90164,20.08032,17.52511,0.3321209
1.23765E+18,22.41603,20.46845,19.52109,21.43988,19.00325,0.3321811
1.23765E+18,22.71114,18.77661,18.22424,20.40593,17.85774,0.3329056
1.23767E+18,22.82298,18.381,17.77768,20.06993,17.44105,0.3332373
1.23767E+18,23.95476,20.22687,19.56348,22.1,19.18086,0.3345103
1.23765E+18,22.02269,19.13531,18.47002,20.83548,18.10241,0.3355339
1.23767E+18,22.73797,19.14454,18.61266,20.86789,18.19956,0.3387481
1.23767E+18,22.73244,19.18949,18.58932,20.95846,18.19972,0.3432168
1.23765E+18,22.96185,19.28893,18.62221,21.03111,18.2462,0.3442246
1.23765E+18,22.03664,18.82575,18.18319,20.48885,17.79176,0.3488247
1.23765E+18,24.81702,18.92282,18.33733,20.69182,17.93997,0.3499864
1.23765E+18,22.3122,18.77323,18.14841,20.52292,17.78149,0.3552838
1.23765E+18,22.86476,18.90252,18.25977,20.70162,17.82524,0.3568548
1.23765E+18,23.07891,19.24715,18.56801,21.11735,18.11756,0.3590023
1.23767E+18,21.49184,19.3488,18.6643,21.14416,18.28666,0.3624189
1.23765E+18,24.235,19.5426,18.90768,21.52421,18.59582,0.3640821
1.23767E+18,23.34637,18.81116,18.16708,20.58899,17.80672,0.3683155
1.23765E+18,25.13306,19.06279,18.40524,20.90437,17.9279,0.3710584
1.23765E+18,24.62017,18.95195,18.33632,20.62527,17.98015,0.3712365
1.23767E+18,22.97009,19.0291,18.41865,20.84424,18.03968,0.3715898
1.23765E+18,22.06132,18.44956,17.83916,19.97428,17.52074,0.3719501
1.23765E+18,22.64906,19.3041,18.62238,21.0932,18.09742,0.3719601
1.23765E+18,23.02719,19.43631,18.82065,21.32023,18.38391,0.3721831
1.23765E+18,22.80211,18.77657,18.11393,20.41516,17.76987,0.3726117
1.23767E+18,24.34033,18.74521,18.11386,20.58418,17.71328,0.3746112
1.23765E+18,24.9325,18.6777,17.95801,20.40755,17.48417,0.3753806
1.23765E+18,24.04637,18.81877,18.1774,20.64913,17.69923,0.3759317
1.23765E+18,24.57875,19.40245,18.72347,21.44386,18.13941,0.3773565
1.23765E+18,23.89147,19.05271,18.42415,20.95472,18.03159,0.3776813
1.23767E+18,22.9378,18.81613,18.21119,20.56817,17.78938,0.3783232
1.23767E+18,21.66923,18.87171,18.23068,20.58085,17.806,0.3797264
1.23765E+18,21.74206,18.73659,18.13368,20.40481,17.69069,0.380594
1.23765E+18,23.57065,19.29863,18.73899,21.24,18.35287,0.3821535
1.23765E+18,24.68616,19.85013,19.3023,21.5943,19.12284,0.384438
1.23765E+18,25.81172,19.20638,18.55351,20.93298,18.06532,0.3919429
1.23767E+18,26.20153,19.17914,18.50303,20.93546,18.09715,0.3954042
1.23767E+18,22.46133,18.89752,18.26019,20.6467,17.83,0.3960547
1.23765E+18,22.19621,18.95329,18.31183,20.78399,17.91013,0.3992973
1.23765E+18,22.72254,19.2879,18.57148,21.19894,18.20651,0.3997612
1.23765E+18,23.0801,19.35271,18.68949,21.19877,18.15178,0.4012745
1.23765E+18,23.72264,19.18015,18.56632,20.9582,18.10803,0.4029066
1.23767E+18,23.89399,19.39912,18.71457,21.10536,18.27711,0.4044918
1.23765E+18,23.59346,19.65683,18.82232,21.43911,18.21942,0.4053989
1.23765E+18,24.32904,19.20155,18.51029,21.11103,18.073,0.4065301
1.23765E+18,23.11018,19.40619,18.73288,21.21026,18.33851,0.4073888
1.23765E+18,21.93372,18.79613,18.07762,20.45904,17.69053,0.4077296
1.23767E+18,23.19655,19.86376,19.15785,21.52481,18.75098,0.4082157
1.23767E+18,24.7451,20.43239,19.69786,22.26246,19.37361,0.4199477
1.23765E+18,22.47453,18.7108,18.00949,20.52362,17.57924,0.4243543
1.23765E+18,23.8299,19.44296,18.71697,21.29614,18.32399,0.4263006
1.23767E+18,25.29831,19.03419,18.26638,20.8288,18.0146,0.4265168
1.23765E+18,25.06189,19.49255,18.76215,21.33803,18.30776,0.4266946
1.23765E+18,25.42126,20.30935,19.459,22.12359,18.99672,0.426831
1.23767E+18,24.24316,19.07362,18.33983,20.97069,17.94059,0.4269673
1.23765E+18,24.00807,19.6379,18.85273,21.40807,18.49203,0.4277189
1.23767E+18,27.14739,19.53283,18.82336,21.21596,18.38466,0.4279236
1.23765E+18,23.15437,19.99891,19.18935,21.74884,18.66117,0.4307648
1.23767E+18,22.41296,19.31587,18.5583,21.17881,18.09328,0.4316097
1.23765E+18,22.56645,20.15606,19.38442,21.80857,18.86144,0.4326364
1.23767E+18,21.50512,18.99802,18.24597,20.69433,17.8901,0.4337572
1.23765E+18,24.17413,20.39175,19.62083,21.92927,19.27304,0.4339855
1.23767E+18,26.57808,19.53206,18.75758,21.30425,18.42626,0.4363414
1.23765E+18,25.4588,19.07874,18.31439,20.78466,17.85629,0.4365958
1.23767E+18,23.08145,20.50967,19.71914,22.12702,19.38272,0.4424192
1.23765E+18,23.81789,20.27176,19.4313,22.07141,19.08396,0.4432625
1.23765E+18,23.58211,19.81385,18.9528,21.52048,18.43274,0.4481656
1.23765E+18,24.30978,19.13042,18.46125,20.82326,18.04073,0.4492569
1.23765E+18,23.88368,19.75918,18.94086,21.51768,18.44132,0.4494893
1.23765E+18,26.09143,19.19157,18.36485,20.86866,17.89642,0.4502213
1.23767E+18,22.37851,20.14589,19.31633,21.71047,18.70642,0.4507183
1.23767E+18,22.17464,19.17286,18.40672,20.92998,17.98805,0.4516097
1.23767E+18,22.75298,19.62673,18.81889,21.41161,18.37572,0.4519474
1.23767E+18,24.11374,19.97853,19.16188,21.72175,18.63585,0.4520462
1.23765E+18,23.3161,19.95125,19.12129,21.57591,18.75629,0.4539187
1.23765E+18,23.50212,19.62655,18.84358,21.29046,18.56102,0.4551544
1.23767E+18,25.69348,20.21788,19.45458,22.35301,18.81328,0.4558691
1.23767E+18,26.88748,19.45903,18.70495,21.09527,18.18221,0.4574731
1.23765E+18,25.25151,20.57291,19.7511,22.26292,19.36352,0.4577431
1.23765E+18,25.84885,19.32968,18.50676,21.21179,18.07724,0.4588729
1.23765E+18,23.34017,19.38902,18.60324,21.24103,18.11304,0.4590859
1.23767E+18,25.70473,20.15144,19.28133,22.05755,18.89173,0.4591201
1.23765E+18,23.03304,20.56489,19.64499,22.2343,19.32696,0.4596933
1.23765E+18,23.3787,20.08981,19.28762,21.7808,18.75637,0.4614717
1.23767E+18,24.36647,20.74259,19.935,22.40176,19.52589,0.4638545
1.23765E+18,24.86666,20.17718,19.38268,21.90962,18.93822,0.4640225
1.23765E+18,23.08992,19.45684,18.64145,21.06851,18.19723,0.4646879
1.23765E+18,23.61155,20.1738,19.39356,21.89263,19.02338,0.467823
1.23765E+18,23.11264,20.09469,19.24976,21.99393,18.71875,0.4680202
1.23765E+18,22.8819,19.33678,18.47407,21.23052,18.05802,0.4688215
1.23767E+18,25.24828,20.6395,19.81088,22.0811,19.38768,0.4689294
1.23765E+18,23.00932,20.1354,19.34783,21.60589,18.86985,0.4694191
1.23765E+18,22.93376,20.12922,19.28286,21.71368,18.92667,0.4698306
1.23765E+18,22.82751,20.43576,19.60613,22.36803,19.02044,0.4699485
1.23765E+18,25.20477,19.88519,19.06701,21.48634,18.67455,0.4699577
1.23767E+18,22.73515,20.08873,19.28375,21.96766,18.89883,0.4703408
1.23767E+18,23.38471,19.99073,19.16045,21.4055,18.66306,0.4743504
1.23765E+18,22.68325,20.23126,19.40036,21.98371,19.0223,0.4745221
1.23765E+18,24.07747,20.52359,19.68214,22.19477,19.10265,0.4747906
1.23767E+18,23.5089,20.3727,19.54948,21.92348,19.04852,0.4752925
1.23765E+18,25.32907,20.56913,19.68931,22.2407,19.0871,0.4757626
1.23765E+18,24.74454,19.77133,18.87508,21.50788,18.40859,0.4761773
1.23765E+18,23.62522,20.74779,19.72802,22.38638,19.48943,0.4765339
1.23767E+18,22.32912,19.39688,18.54061,21.10615,18.01336,0.4825127
1.23765E+18,24.21766,19.55326,18.63153,21.30024,18.28045,0.4828364
1.23765E+18,23.01801,19.93951,19.18176,21.30171,18.61744,0.484087
1.23765E+18,22.51812,19.88129,19.04948,21.43894,18.55288,0.4852822
1.23767E+18,23.92064,20.52668,19.74167,22.18737,19.08195,0.4889655
1.23767E+18,22.70854,20.27893,19.65106,21.68362,19.2053,0.491746
1.23767E+18,25.0258,20.29449,19.3946,22.12451,18.85316,0.4919731
1.23765E+18,24.36794,20.06587,19.10055,21.73323,18.70152,0.4928393
1.23767E+18,25.95984,20.70837,19.96005,22.43308,19.62974,0.4932207
1.23765E+18,25.82522,20.02962,19.09552,21.75974,18.62786,0.4936107
1.23765E+18,23.26144,20.48915,19.6495,22.35333,19.32205,0.4938968
1.23765E+18,25.30712,20.55439,19.57759,22.46265,18.94627,0.4946378
1.23765E+18,24.83936,19.83969,18.97177,21.45686,18.5587,0.4951717
1.23767E+18,22.04201,19.47929,18.50928,21.18014,18.03685,0.4952105
1.23767E+18,25.32441,19.68911,18.86248,21.37217,18.49638,0.495297
1.23765E+18,22.9161,19.82289,18.94695,21.63457,18.49437,0.4979156
1.23765E+18,22.90979,20.26662,19.3971,21.77996,18.86727,0.4989501
1.23765E+18,24.84248,19.946,19.02083,21.56432,18.52382,0.499325
1.23765E+18,23.03807,20.52144,19.68228,22.17802,19.31311,0.4993392
1.23767E+18,23.14632,20.59747,19.90527,21.96791,19.53045,0.4999326
1.23765E+18,26.1092,20.46594,19.56997,22.30446,19.21841,0.5001003
1.23765E+18,23.70325,20.17475,19.21843,22.04983,18.61078,0.5028428
1.23767E+18,26.98978,19.49269,18.54946,21.42423,18.07332,0.503831
1.23765E+18,23.87965,20.97641,20.03229,22.38828,19.61208,0.5061657
1.23765E+18,24.69534,20.35053,19.42277,22.10755,19.00783,0.5065802
1.23765E+18,24.6482,20.03605,19.14111,21.66758,18.69501,0.5088696
1.23767E+18,22.80054,20.5709,19.61222,22.29318,19.16541,0.5102166
1.23765E+18,24.05493,20.45355,19.40407,21.96567,18.88263,0.5106863
1.23765E+18,23.18532,19.96238,18.99758,21.87244,18.60941,0.5114654
1.23767E+18,22.52364,20.30903,19.2923,22.12536,18.7628,0.5133209
1.23767E+18,23.71703,20.23288,19.17494,21.90956,18.75824,0.5133395
1.23765E+18,24.85153,20.55997,19.68156,22.18552,19.32503,0.5136496
1.23767E+18,24.31323,20.28827,19.26455,22.03483,18.7257,0.5137484
1.23767E+18,23.36464,20.85227,19.86179,22.49817,19.53759,0.5157259
1.23765E+18,25.63598,20.46029,19.56904,22.06788,19.20209,0.5165249
1.23765E+18,23.46437,19.90247,18.88834,21.68333,18.40946,0.517284
1.23767E+18,23.49119,20.51957,19.57267,22.29011,19.30382,0.5177991
1.23765E+18,23.41861,19.79494,18.88815,21.53319,18.49498,0.5195426
1.23767E+18,23.0099,20.39382,19.56903,21.95986,19.14678,0.5198585
1.23765E+18,22.13861,19.5414,18.66664,21.25361,18.21095,0.5200508
1.23765E+18,24.40267,20.58873,19.42455,22.50994,18.88698,0.5228362
1.23767E+18,25.88508,20.75361,19.84247,22.38011,19.36329,0.523109
1.23765E+18,24.89142,19.99793,18.96493,21.87096,18.48116,0.5238984
1.23765E+18,25.1175,20.34325,19.32224,21.99723,18.96434,0.5246899
1.23765E+18,25.15482,20.53722,19.5297,22.09089,18.98651,0.5261293
1.23767E+18,24.9678,20.54499,19.49312,22.20242,18.98707,0.5271217
1.23767E+18,25.79155,20.47476,19.51428,21.95137,19.1108,0.5275145
1.23767E+18,24.80975,20.51389,19.53427,22.20793,19.17638,0.528539
1.23765E+18,25.33677,20.75277,19.75558,22.5938,19.36361,0.5304943
1.23767E+18,21.37339,19.47001,18.64198,21.09975,18.13886,0.5308397
1.23765E+18,25.90747,20.18279,19.26945,22.35153,18.63466,0.5316778
1.23767E+18,24.26989,20.39879,19.41604,22.09831,18.7664,0.5318815
1.23767E+18,25.67781,20.1752,19.27372,22.05773,18.80122,0.53189
1.23765E+18,25.74539,20.6261,19.69709,22.13356,19.19616,0.5330001
1.23765E+18,23.22083,20.51059,19.45386,22.15402,18.98518,0.5331534
1.23765E+18,24.49475,20.37038,19.57578,22.10143,19.02283,0.5336066
1.23765E+18,21.30999,19.80183,19.05309,21.09658,18.68288,0.5343936
1.23765E+18,23.12577,21.01204,19.92376,22.70713,19.37965,0.5349241
1.23765E+18,23.38291,20.46146,19.47805,22.21221,18.91973,0.5350945
1.23767E+18,23.22616,20.02509,19.04366,21.94657,18.56616,0.5355043
1.23767E+18,22.73555,20.60648,19.63998,22.34076,19.20502,0.5355294
1.23765E+18,24.36233,20.32683,19.4041,21.87742,18.98724,0.5357095
1.23765E+18,25.84264,20.23177,19.22753,21.94119,18.8506,0.5357936
1.23765E+18,25.39668,20.46439,19.46481,21.78156,19.15393,0.5367122
1.23765E+18,26.3297,20.12253,19.32493,21.90548,18.75706,0.5369039
1.23765E+18,23.92555,20.38464,19.43499,22.28892,18.86654,0.5392032
1.23765E+18,25.23685,19.70578,18.91389,21.26511,18.40178,0.5396082
1.23767E+18,25.39073,20.10786,19.13626,21.63983,18.51411,0.5398502
1.23765E+18,25.14462,20.84308,19.82273,22.41617,19.4511,0.54246
1.23767E+18,24.57169,20.57767,19.53093,22.38619,19.12219,0.5427305
1.23765E+18,24.72491,20.61232,19.59422,22.95557,19.11754,0.5443445
1.23767E+18,23.24301,19.96268,18.91583,21.93765,18.41582,0.5473791
1.23765E+18,24.10903,20.89719,19.70664,22.59473,19.3392,0.5497242
1.23767E+18,24.16845,20.56129,19.56378,22.33151,18.97131,0.5510954
1.23767E+18,24.57796,20.20914,19.46304,21.73528,19.06502,0.5510989
1.23767E+18,24.21361,21.00426,19.9383,22.72103,19.3485,0.5518517
1.23765E+18,23.31017,20.69719,19.78618,22.32058,19.43752,0.5523463
1.23765E+18,24.93262,21.01087,20.02455,22.58399,19.39885,0.5528027
1.23765E+18,24.09014,20.36636,19.37638,21.92051,18.97834,0.5536903
1.23765E+18,23.84457,20.43016,19.62026,21.81502,19.22673,0.5553506
1.23765E+18,24.0517,21.14731,19.97054,22.72296,19.5954,0.55769
1.23767E+18,25.21392,20.32498,19.45436,22.11366,18.96539,0.558529
1.23767E+18,22.95638,20.1075,19.04434,21.82133,18.54065,0.5604707
1.23765E+18,26.58847,19.99918,18.91671,21.68909,18.43325,0.5608768
1.23765E+18,22.91271,20.21528,19.27611,21.67163,18.80008,0.5608954
1.23765E+18,24.1501,20.39257,19.26138,22.10362,18.68262,0.5614785
1.23765E+18,23.11853,20.33668,19.23599,21.92865,18.78954,0.5622796
1.23765E+18,24.51948,20.54622,19.40304,22.19946,18.96106,0.562327
1.23765E+18,24.55381,20.87133,19.82877,22.23049,19.37159,0.5627589
1.23765E+18,23.79347,20.46809,19.51666,22.00699,19.10051,0.5637426
1.23765E+18,21.42349,19.53235,18.68552,20.93942,18.26128,0.5645391
1.23765E+18,24.96094,20.92115,19.86571,22.92146,19.39686,0.565508
1.23767E+18,24.94056,20.83518,19.78635,22.94687,19.37262,0.5655214
1.23767E+18,25.69988,20.47833,19.37393,21.9719,18.85871,0.5656612
1.23765E+18,23.72389,20.75929,19.84699,22.32499,19.31186,0.5662836
1.23765E+18,22.86725,20.63982,19.69799,22.47317,19.24159,0.5671915
1.23765E+18,25.36584,20.84687,19.74109,22.6996,19.2918,0.567705
1.23767E+18,23.1393,20.49751,19.62171,21.93348,19.19726,0.571841
1.23765E+18,23.77553,21.05878,19.88475,22.81213,19.40519,0.5720744
1.23767E+18,25.95007,21.02365,19.96281,22.63687,19.33008,0.5733548
1.23765E+18,24.86429,20.86605,19.88249,22.68719,19.37275,0.5735338
1.23765E+18,25.30495,20.98297,19.96674,22.60272,19.65985,0.574815
1.23767E+18,24.10264,21.00767,19.87121,22.5733,19.45993,0.5760964
1.23765E+18,24.62152,20.26477,19.08755,21.93003,18.71152,0.5763083
1.23765E+18,22.50976,19.62384,18.54516,21.4403,18.09179,0.5765223
1.23767E+18,26.82796,20.63722,19.64359,22.11373,19.14051,0.5782151
1.23767E+18,22.16332,20.72153,20.13649,22.14252,19.7149,0.5807145
1.23765E+18,22.95929,20.57331,19.53352,22.08445,19.0181,0.5807872
1.23765E+18,23.96496,20.53165,19.37208,22.35554,18.98013,0.5832555
1.23767E+18,23.50022,21.21327,20.12531,22.77397,19.6743,0.5848369
1.23767E+18,22.83746,19.81833,18.86678,21.38071,18.39525,0.5857706
1.23767E+18,23.06128,21.38098,20.4313,22.75188,19.86335,0.5892061
1.23765E+18,25.01652,20.69453,19.68265,22.53871,19.13927,0.5892569
1.23765E+18,22.70528,20.45953,19.47742,22.23261,18.8492,0.591065
1.23765E+18,21.92243,20.10695,19.41406,21.05865,19.06223,0.5928155
1.23765E+18,23.26661,20.96972,19.89397,22.64404,19.31883,0.5946155
1.23765E+18,21.81809,20.25561,19.41027,21.18968,19.0178,0.5948272
1.23765E+18,23.83559,20.37321,19.23293,22.33093,18.65186,0.5970479
1.23767E+18,22.21123,20.39447,19.40667,21.66286,19.0139,0.6000821
1.23767E+18,25.33595,21.02102,19.77551,22.38483,19.36687,0.6020057
1.23767E+18,26.23144,20.57872,19.3374,22.25861,18.86217,0.6050636
1.23767E+18,22.43917,20.30584,19.07138,21.68194,18.54208,0.6063335
1.23765E+18,24.8889,20.19998,19.04166,21.96857,18.4742,0.6066232
1.23767E+18,23.77775,21.04213,19.88832,23.07522,19.43908,0.6074631
1.23767E+18,24.37387,21.41611,20.14456,22.96153,19.77522,0.6077303
1.23765E+18,23.3208,20.4438,19.33317,22.44541,18.85696,0.6099287
1.23765E+18,23.1263,21.0861,19.83872,22.77704,19.63612,0.6101236
1.23767E+18,22.31878,21.08387,19.71353,22.55942,19.23437,0.614517
1.23767E+18,23.18457,20.58891,19.3964,22.15623,18.91151,0.6186424
1.23765E+18,24.2284,20.43921,19.26934,22.23582,18.76672,0.6187381
1.23767E+18,21.76908,20.37703,19.53599,21.34951,19.06215,0.6213334
1.23765E+18,22.7481,20.81707,19.84255,22.00566,19.27359,0.6255932
1.23765E+18,22.61917,21.11677,19.95914,22.90886,19.54995,0.6285774
1.23765E+18,25.30121,20.47243,19.15755,22.59795,18.78553,0.6368843
1.23767E+18,25.65731,20.95489,20.44586,22.09727,19.9887,0.6389
1.23765E+18,23.80015,20.72539,19.72844,22.45091,19.28784,0.6463721
1.23767E+18,22.96118,20.43185,19.38612,22.28713,18.82517,0.6511155
1.23765E+18,27.11178,20.61189,19.34179,22.22358,18.71953,0.6521497
1.23765E+18,23.07156,20.96263,19.88805,22.93124,19.32601,0.6569522
1.23765E+18,22.30277,20.75276,19.67725,21.82064,19.18576,0.6632882
1.23765E+18,22.69229,21.41189,20.26654,22.4245,19.91092,0.674597
1.23767E+18,21.11185,20.07714,19.3376,20.90311,18.99448,0.6762663
1.23765E+18,23.69909,21.15462,19.87059,22.52313,19.48061,0.6851913
1.23765E+18,22.43381,21.15178,19.98805,22.46687,19.25169,0.6876607
1.23765E+18,24.84636,20.11155,18.71712,21.65652,18.29625,0.6888553
1.23767E+18,22.93077,21.27247,20.0757,22.52024,19.60675,0.6991243
1.23767E+18,25.96635,21.01971,19.86615,23.41528,19.33972,0.7077608
1.23765E+18,23.53051,21.03501,20.11142,22.02703,19.48757,0.7248662
1.23767E+18,24.4879,22.23732,21.161,22.78756,21.08941,0.7986338
1.23767E+18,24.87071,21.97429,20.63321,23.82952,19.98272,0.8140419
